# index, meta, _pos
5706,mstyne,"array([-49.26628351,  -1.77914618])"
5707,iceman546,"array([362.57127868,  68.01546651])"
5708,revo,"array([12.76091646, 25.0162045 ])"
5709,arubin,"array([-18.07935667,  84.02039505])"
5710,psionic,"array([-33.9830654 ,  97.55413868])"
5711,Grecko,"array([275.01814804, -80.75878812])"
5712,lucio,"array([-367.97460765,  193.80762244])"
5713,surripui,"array([-23.08827086, -14.13398338])"
5714,peretto,"array([-33.81061333,   7.26085727])"
5715,sysdebug,"array([-16.41951686,  12.56763248])"
5716,Pirolla,"array([-22.78340221, -20.34246622])"
5717,rlinux,"array([-20.07284338, -18.30190062])"
5718,fsmunoz,"array([-131.33408354,  433.05248574])"
5719,Carlo,"array([ 156.42114112, -311.57724181])"
5720,hunkim,"array([-106.90838988, -257.97362067])"
5721,DeadRat,"array([-340.61489552, -194.75123629])"
5722,Gecko,"array([-341.98573609, -190.37332598])"
5723,DaSyonic,"array([-76.7773578 ,  33.08470947])"
5724,eisenbud,"array([-18.20534844,  76.21653609])"
5725,japc,"array([247.74090036, 251.96627672])"
5726,teenwolf,"array([265.30212422, 118.44490086])"
5727,Maxamilles,"array([  39.15316819, -295.75198481])"
5728,larry2k,"array([ 3.54605527, -4.73603531])"
5729,eMMe,"array([-115.08019994,   62.85325168])"
5730,silas,"array([10.06155941,  6.49618514])"
5731,bcl,"array([-65.93510541,  66.71398618])"
5732,instructor,"array([-71.05355011,  48.84465999])"
5733,nated,"array([-79.05876801,  65.64400036])"
5734,robot,"array([-77.65498882,  68.50160826])"
5735,megan,"array([17.38459701, 19.66977019])"
5736,lfaraone,"array([-31.72412436,  -9.95143937])"
5737,bwy,"array([-52.35425844,  50.55640751])"
5738,mdchaney,"array([-59.32785171,  63.5442445 ])"
5739,MarkLentczner,"array([-345.85620271,  -58.67699514])"
5740,EdCrypt,"array([-364.16849065,  154.52776444])"
5741,altair,"array([-41.33517191,   6.08619892])"
5742,chriszilla,"array([ 75.7749544 , 429.96489382])"
5743,ada,"array([-40.48773337, 444.65508477])"
5744,kentsin,"array([328.64506186, -60.88893279])"
5745,Maxious,"array([ 70.1831399 , 389.07282364])"
5746,jmcmurry,"array([ 144.31978491, -253.33489693])"
5747,dmaster,"array([112.63114883, 347.78385633])"
5748,uzada,"array([-219.67475255, -188.86934445])"
5749,Tommer,"array([ 0.32395058, 72.02314676])"
5750,cjw296,"array([-345.29704277, -226.47484761])"
5751,ep,"array([-122.53626099, -263.44998042])"
5752,Scar,"array([286.7001282 , 247.29252578])"
5753,eloj,"array([26.01810182, 31.74804755])"
5754,Marjon,"array([47.02773512, 31.31871863])"
5755,davemayall,"array([ 267.92159655, -159.41773497])"
5756,andrewsj,"array([-53.14491638,  57.77161433])"
5757,joeschmoe,"array([244.7632255 , 135.19390401])"
5758,skagert,"array([ 7.80022413, 82.2399534 ])"
5759,DailyDumbShit,"array([ 316.6716665 , -116.04002312])"
5760,talg,"array([-44.5761965 ,  63.61978947])"
5761,NightOwl,"array([-218.99345527,  293.15258707])"
5762,MUD,"array([-38.37374169,  11.74976896])"
5763,benkar,"array([-305.09389398,  202.10428058])"
5764,a,"array([-67.70949618, 429.45705897])"
5765,fergal,"array([-162.73961943,  363.86334376])"
5766,dump,"array([ 163.72977868, -236.30908256])"
5767,majcher,"array([-297.70487649, -115.21344429])"
5768,pipe,"array([-321.73829307,  -62.08632576])"
5769,tomlen,"array([-420.53732378,   85.15864388])"
5770,midal,"array([-26.66173761,  39.94119371])"
5771,kwired,"array([  6.15874887, -17.83846143])"
5772,prana,"array([-18.92366613,  63.078648  ])"
5773,raqueeb,"array([ 248.44409346, -215.19090887])"
5774,toonsy,"array([-66.13180885,   9.93589855])"
5775,mtdew,"array([-362.84468265,  180.47889921])"
5776,holsta,"array([-84.06049033,  47.87442316])"
5777,Seri,"array([-43.77981454,  37.36546962])"
5778,ppol,"array([-67.41896929, -26.91656656])"
5779,aspinall,"array([24.11851178, 40.93736678])"
5780,nxc3,"array([-104.07936081,   59.47668041])"
5781,flight2,"array([  -2.8395346 , -268.16625553])"
5782,pilotlight,"array([ 167.19938144, -194.67720272])"
5783,jhulten,"array([-69.66032783,  35.6460109 ])"
5784,ady,"array([-401.92999825,   67.45378516])"
5785,carnie59,"array([217.04914588, 189.57331022])"
5786,skyhook,"array([ 3.44013961, 35.24140575])"
5787,dkg,"array([-59.22563043,   1.28496396])"
5788,drodaho,"array([ 266.33216892, -145.15826425])"
5789,sabby,"array([104.25610469, 366.81559039])"
5790,taverner,"array([ -86.74161723, -311.57430767])"
5791,jqpdev,"array([-85.74097096, 402.90056009])"
5792,wimpi,"array([-360.110443  , -135.19489958])"
5793,Guybz,"array([ 291.1782638 , -215.24374888])"
5794,HanDeng,"array([-365.31293927,   20.68489049])"
5795,drazzib,"array([-40.84990662,  14.01843768])"
5796,fjefdez,"array([ 9.11019642, -4.45676368])"
5797,coyotescreams,"array([-73.80290223,  56.46552145])"
5798,mose,"array([-43.43103708, -19.54415169])"
5799,darthgnu,"array([-48.93546721, -10.77718592])"
5800,danandita,"array([-337.66849661,  262.73262178])"
5801,MattInX,"array([-5.45353656,  7.33801027])"
5802,sparkes,"array([-10.80093617,  20.95473967])"
5803,redd,"array([-211.18597084, -273.53016481])"
5804,nmb,"array([-171.75142047, -303.60246045])"
5805,cycho,"array([ -38.06167955, -298.9390336 ])"
5806,Simonlaugsand,"array([ 225.71607417, -244.97215832])"
5807,arahwilde06,"array([-51.30476288,  42.56204942])"
5808,stipe,"array([-181.23350922,  306.0281302 ])"
5809,jeffx,"array([ -87.43125565, -341.2383651 ])"
5810,darco,"array([-14.68742364,  -5.52093878])"
5811,corkill,"array([ -4.41138474, 106.31611162])"
5812,clynbech,"array([-12.6542827 ,  85.36913259])"
5813,szutshi,"array([-97.69217767,  21.20235491])"
5814,ara00tman26,"array([-7.67969742, 33.06816   ])"
5815,Odracirredwolf,"array([-326.32810101, -206.15007536])"
5816,pcsec,"array([-42.44677697,  48.28345327])"
5817,1981,"array([ 325.40109147, -129.85455638])"
5818,chowells,"array([ 0.55920097, -1.64313965])"
5819,gwright,"array([-11.58507979,   2.05883648])"
5820,cartman,"array([-5.00184803, -6.11648191])"
5821,Teo,"array([262.6000688 , 234.52925594])"
5822,ezpano,"array([-235.24142462, -300.04374266])"
5823,DavidSitsky,"array([-334.0140724 ,  247.21466281])"
5824,jmsaunders,"array([ 308.5718461 , -100.02773967])"
5825,greenegypt12,"array([-51.10903083,  50.60718878])"
5826,dreww,"array([-34.56716865,  73.66853341])"
5827,synack,"array([-361.72993828, -110.56356204])"
5828,shailesh369,"array([-334.76413226,  131.38851604])"
5829,pweiskircher,"array([-1.69845375, 81.17117235])"
5830,miaomix,"array([ 0.72367887, 88.51954735])"
5831,nunodonato,"array([-137.43229922, -237.72592542])"
5832,aslak,"array([-73.47808372,  53.19058001])"
5833,caedwa,"array([ 3.5947358 , 20.28640945])"
5834,pierreben,"array([-318.84304431, -123.79630752])"
5835,Sasha,"array([319.59770712, 121.14951911])"
5836,mohsen,"array([ 64.55656486, 414.21994091])"
5837,belmo,"array([-50.57128114,  17.5691532 ])"
5838,dhuebner,"array([ -18.86181341, -314.18760762])"
5839,martinthompson,"array([ 235.62894291, -193.59605506])"
5840,auxesis,"array([ -8.74831932, -43.27845531])"
5841,flight,"array([20.17547188, 33.74856686])"
5842,willg,"array([-65.67818971,  57.58333974])"
5843,nictamer,"array([ -95.09423232, -357.11113299])"
5844,jgoldsch,"array([-0.79026716, 66.80752608])"
5845,jxde,"array([-205.14849943, -240.57827851])"
5846,gezick,"array([321.77578222, 241.15513106])"
5847,epaulson,"array([ 4.27943617, 18.52303741])"
5848,xDroid,"array([271.06165474,  27.2069886 ])"
5849,mtm,"array([ 6.01039477, 43.02074585])"
5850,gorkem,"array([ 313.47435951, -186.58500792])"
5851,Rachie,"array([17.56015909, 52.82781698])"
5852,princess,"array([18.40340136, 50.55032875])"
5853,stephd,"array([ 3.31777036, 54.85495584])"
5854,exabyte,"array([332.49660871, 115.60085509])"
5855,keller,"array([-25.91171271,  25.1206728 ])"
5856,gerg,"array([-399.79350533,   41.18182675])"
5857,aXmedy,"array([ 230.14139559, -278.98937894])"
5858,prahe,"array([274.81809761, 129.82468625])"
5859,gproux,"array([ 8.27967037, 16.63646733])"
5860,mariano,"array([-25.15361539, -23.05240714])"
5861,markom,"array([176.7906326 , 375.87479019])"
5862,vivake,"array([-43.42397626,  78.47402494])"
5863,dyfrgi,"array([-8.21603903, 65.34236416])"
5864,AndrewDSmart,"array([-3.484869  ,  3.17542448])"
5865,sivang,"array([-12.27089517,  -2.05913376])"
5866,anormalu,"array([ 242.70661475, -100.60248595])"
5867,cwyang,"array([-79.42780226,  25.15956646])"
5868,dojohnson2000,"array([-414.07687772,  -62.77668079])"
5869,cerb,"array([ 4.54526071, 29.67899388])"
5870,sajith,"array([-11.75759331,  45.22084005])"
5871,Xero,"array([-29.17503511,  39.82575027])"
5872,keemun,"array([-197.42459549, -293.97119039])"
5873,csl,"array([-50.47503578,  12.52310848])"
5874,krazo,"array([-9.95844287, 14.22678965])"
5875,trovao,"array([-335.91631032,  -80.26282198])"
5876,flicker,"array([  45.73678052, -273.7503316 ])"
5877,statio,"array([-40.80261954,  66.76084661])"
5878,pcrosby,"array([-4.95967888, 27.49355428])"
5879,jalal,"array([-393.66422943,   53.79891772])"
5880,gerlofsma,"array([-278.48817084, -177.04351998])"
5881,eugene,"array([15.73223775, 31.92497143])"
5882,seven,"array([-346.0093896 , -133.48517178])"
5883,moe,"array([-253.67764315, -157.95515995])"
5884,vanterpool,"array([-54.12956312,  67.5530045 ])"
5885,firedragon,"array([-327.85481977, -115.20310623])"
5886,antagonizt,"array([312.60358349,  97.8429661 ])"
5887,collard,"array([-319.52877928,   87.54617959])"
5888,CHRISSTARNS,"array([-215.47027598,  341.52449109])"
5889,Diwann,"array([-43.43123424,  -4.50018943])"
5890,3222,"array([-28.18549269,  70.15284808])"
5891,babarum,"array([200.19234922, 304.01638854])"
5892,Tadu,"array([  16.81811841, -337.53085615])"
5893,frodo,"array([  68.0107384 , -254.12943527])"
5894,sydbarrett74,"array([-75.84949326,  31.4383724 ])"
5895,pdr,"array([-5.17385795, 22.61817257])"
5896,LinuxMaster,"array([-305.28354182, -140.04827679])"
5897,werschi,"array([ 20.71428717, 380.8948283 ])"
5898,kimosabe,"array([-244.40704872, -205.88489378])"
5899,pnis,"array([1.83000682, 4.64745526])"
5900,jimr,"array([-63.21122422,  76.9212053 ])"
5901,davemc,"array([-64.87301552,  75.53124901])"
5902,efugio,"array([ 215.69903423, -131.63001334])"
5903,DarthEvangelus,"array([-310.49535458,  122.33823408])"
5904,justmahir,"array([-321.81877036,  300.94903037])"
5905,ananda,"array([-88.75219913, 377.4381702 ])"
5906,earlneath,"array([ 130.96967741, -313.52625283])"
5907,zypherh3t,"array([-180.12791433,  344.10792822])"
5908,StuC,"array([-74.77224776,  78.67720762])"
5909,jpraher,"array([-39.85948391,   3.31188526])"
5910,early,"array([-68.72627665,  69.9799625 ])"
5911,gschlossnagle,"array([-66.33983509,  71.95512887])"
5912,cafuent,"array([-51.05005337, 380.83495938])"
5913,zerodeux,"array([-41.36165613,  -2.6259052 ])"
5914,bse,"array([-14.98891549,  74.77564642])"
5915,jdigital,"array([-13.68352279,  67.66018073])"
5916,lion,"array([-23.92964855,  72.75533821])"
5917,roberts,"array([-5.07358516, 70.09586923])"
5918,gotcha,"array([-35.42868475,  13.11792812])"
5919,hansw,"array([4.23467181, 5.14289191])"
5920,nyberg,"array([-15.31627757,  -3.386632  ])"
5921,DrewLondon,"array([ 140.80684547, -334.59965674])"
5922,AgrOI,"array([-242.41898809, -235.68089269])"
5923,markdavis,"array([-25.16093176,  41.57332751])"
5924,kianseong,"array([123.97846859, 322.63531354])"
5925,PrinceOfChaos,"array([-427.94521851,   42.5382875 ])"
5926,tab,"array([276.5764174 , 231.47423442])"
5927,mdm42,"array([-16.3527912 ,  82.95856065])"
5928,lizhijie,"array([  24.98128299, -292.62061565])"
5929,camworld,"array([-61.16517198,  67.38092379])"
5930,jrockway,"array([153.1351568 , 343.36645808])"
5931,va511e,"array([-74.52215239, 337.82043661])"
5932,kalpurush,"array([272.39030401, 208.89350091])"
5933,slamp,"array([12.39568182, 73.90941326])"
5934,codrea,"array([-25.8572882 ,  40.17536087])"
5935,razor,"array([ 1.54894693, 38.53004163])"
5936,jnutting,"array([28.45636245, 53.91035111])"
5937,leighsmith,"array([47.38723808, 59.88820005])"
5938,sparge,"array([ -87.88029995, -279.25363144])"
5939,gypsumfantastic,"array([318.49180497,   0.44613566])"
5940,Illuvatar,"array([-73.61788285,   4.33943323])"
5941,tlbdk,"array([13.44256024, 60.12938565])"
5942,billbob,"array([18.84999306, 43.59965944])"
5943,kalison,"array([ 215.94482041, -253.4461554 ])"
5944,lovelace,"array([-45.5510806 ,  29.71405667])"
5945,dps29,"array([-77.96544905,  36.29669945])"
5946,airlover,"array([-83.56435507,   4.39703429])"
5947,grinderthesecond,"array([-72.82022099,  14.64705776])"
5948,on3tr4ckm1nd,"array([-153.73209427, -322.86963623])"
5949,rgeistlinger,"array([-153.52262834, -318.32155146])"
5950,nayyar,"array([-54.74301845,   5.06871724])"
5951,hughbrien,"array([ 67.60813613, 375.33106626])"
5952,jduncan,"array([-66.85329112,  74.39527313])"
5953,slaine,"array([-250.19072957,  363.90362113])"
5954,mwl,"array([ 11.30149797, 372.3553874 ])"
5955,lize,"array([ 8.82868521, 31.48624479])"
5956,aersoy,"array([11.91532013, 14.23230151])"
5957,reagle,"array([-90.63127557,  62.60962215])"
5958,svan,"array([-19.05583805,  70.48220332])"
5959,zhendong,"array([-2.61336309, -9.70824731])"
5960,xgustavo,"array([-291.27103775, -156.90367356])"
5961,flanth,"array([-47.31953607,  78.44535767])"
5962,vivekvc,"array([-57.64870419,  -7.55489917])"
5963,feterno,"array([-68.00707002,  13.68409181])"
5964,kscanne,"array([-61.48831443,  -5.97531117])"
5965,Goonie,"array([14.7422809 , 14.01205085])"
5966,flynn,"array([-402.62598221,    3.84260385])"
5967,robnator,"array([-303.94296685,  277.93579867])"
5968,jsilva,"array([-305.41066669,  225.50456619])"
5969,rurban,"array([-48.66254242,  76.8848433 ])"
5970,Funklord,"array([-54.12328702,  18.18767362])"
5971,updong,"array([-8.58656068, 63.57074458])"
5972,mharun,"array([366.38422352, -59.81642753])"
5973,heyjude68,"array([-349.20415643,  178.88430966])"
5974,Smirks,"array([-339.30641317, -211.38849321])"
5975,arabuss06,"array([-29.75659012,  14.07386732])"
5976,akamai,"array([  93.11787318, -255.50864269])"
5977,savior,"array([ 126.5536022 , -243.02260757])"
5978,wscott,"array([-415.37626467,   69.99054556])"
5979,wangwr,"array([292.24831919,  -6.73761126])"
5980,pblo,"array([-0.77996916, -8.69360215])"
5981,alexander,"array([234.67354442, 270.00388891])"
5982,delirium,"array([ 75.89760226, 327.97351384])"
5983,aron,"array([355.67739298, -21.21404479])"
5984,nayyares,"array([-73.6097272 ,  24.58372795])"
5985,stephenc,"array([ 5.46051583, 34.98082862])"
5986,kafine,"array([-46.05202192,  67.2248768 ])"
5987,tendencies,"array([ -21.88248712, -342.91249556])"
5988,mingster,"array([-250.33829461,  348.66993843])"
5989,jaredflo,"array([-175.29537035,  329.91000833])"
5990,Joschi,"array([-1.42337082, 58.33893463])"
5991,cyantist,"array([-58.7804798 ,  72.38490504])"
5992,jp,"array([ 8.03853202, 74.67639109])"
5993,teeh,"array([-7.20256156, 19.13726151])"
5994,rcj,"array([ 7.67477039, 61.86267833])"
5995,javier,"array([ 9.90451115, 63.46570444])"
5996,pamri,"array([-3.05443844, 18.94740216])"
5997,tld,"array([ 308.50751361, -171.76183693])"
5998,navajo,"array([-65.68858974,   8.17292352])"
5999,hasy111,"array([-261.53757808, -269.69465007])"
6000,crf,"array([-1.75064253, 72.99199552])"
6001,deadpunkguy,"array([ 4.33197784, 60.13637807])"
6002,rhkramer03,"array([313.26343172,  14.26704842])"
6003,rhkramer,"array([308.84259018,  13.58910642])"
6004,djexploit,"array([ -87.1607414 , -370.21808406])"
6005,faye,"array([-11.56722692,  34.14467103])"
6006,CodeMonkey,"array([334.53132986, 214.35075713])"
6007,ax,"array([  63.13954112, -290.52038586])"
6008,nik123,"array([-416.50372922,  121.462382  ])"
6009,joshuaunderscore,"array([-4.1503041 , 17.73842217])"
6010,thoffmeyer,"array([172.66908846, 391.51797252])"
6011,maa,"array([-22.19385815,  13.72994126])"
6012,Magnus,"array([-0.51441701, 15.47044415])"
6013,bejooo,"array([238.33616072, 184.99948677])"
6014,syd,"array([-332.52131769,  289.60826797])"
6015,Sk8r,"array([-185.35590247, -286.5231812 ])"
6016,ayeq,"array([ 1.98339751, 34.67714733])"
6017,ajaywal,"array([-341.70405555, -119.24662455])"
6018,goyette017,"array([  65.7735416 , -303.80593705])"
6019,deinol,"array([-383.78805437,  166.03529577])"
6020,Segora,"array([274.37509847, 256.94070956])"
6021,glenn1you0,"array([343.03765701, 126.8350651 ])"
6022,ddh,"array([331.53557244, 158.73545285])"
6023,benjaminlee,"array([-378.10678398,  -33.04715704])"
6024,elijah,"array([ 236.65725217, -208.10625394])"
6025,Tophu,"array([-131.762797  ,  311.12283356])"
6026,armando,"array([  1.15181413, -23.53761703])"
6027,elsharkco,"array([-29.48571261,  23.70186413])"
6028,mhat,"array([-20.7046213 ,  94.70530986])"
6029,starbritegirl,"array([ 318.57069597, -111.87885233])"
6030,dossy,"array([-51.76403078,  55.30876221])"
6031,bdonlan,"array([-46.00319615,  76.20594953])"
6032,nwp,"array([ 210.22486916, -182.26998211])"
6033,zhware,"array([-62.18915165,  23.16879355])"
6034,cruzeta,"array([-392.29633474,  -92.84358863])"
6035,Anubis,"array([ -1.58040474, 393.44638337])"
6036,juha,"array([-60.24476702,  73.51614849])"
6037,dvb,"array([-259.91388084, -286.49072368])"
6038,eventide,"array([-44.76269963, -21.78769942])"
6039,wardk,"array([-317.38336798,  229.70539508])"
6040,Holloway,"array([234.88336687, 242.7099156 ])"
6041,marquee,"array([-278.93715821,  271.15207954])"
6042,bluedraggon,"array([206.68956766, 328.43332971])"
6043,valkor,"array([-440.3261194 ,   51.64879013])"
6044,carlox,"array([-349.62656763,   78.44051729])"
6045,kbuytaert,"array([-256.42638907,  378.09672207])"
6046,maym,"array([-339.31362111,   65.57912529])"
6047,dscollins,"array([ 2.80601604, 81.04599644])"
6048,CentrX,"array([-53.82809566,  74.7662064 ])"
6049,MildSeven,"array([  5.77064574, 349.92159416])"
6050,SlightlyMadman,"array([ 188.30669051, -284.4489123 ])"
6051,filex,"array([-384.54153485, -121.08109216])"
6052,aksaharan,"array([-302.06844012, -192.20107142])"
6053,mateen,"array([-45.23102666, -17.42150032])"
6054,ikt0me,"array([-0.51846192, 33.34722841])"
6055,malander,"array([-2.92960723, 58.81046584])"
6056,roytoo,"array([-81.78430196, 325.32578072])"
6057,drzap,"array([-33.25768879, -11.36568455])"
6058,lupusBE,"array([-35.19408733, -12.25906653])"
6059,fix,"array([-37.13181611, -12.30493622])"
6060,DoubleU,"array([-348.7864584 , -108.33133395])"
6061,BinaryJono,"array([-288.94284298, -265.20012561])"
6062,elbustancoltd,"array([-20.84946856,  21.33302475])"
6063,araccola16,"array([-25.02173025,  66.16710913])"
6064,linergy,"array([-17.17531814,  95.19079338])"
6065,opie,"array([-35.37070093,  75.32796626])"
6066,jkluebs,"array([-281.92859754, -117.00646625])"
6067,dsandrade,"array([-41.87146885,  -9.25732826])"
6068,shashi,"array([-69.60320576,  48.02628593])"
6069,mrjoel,"array([-150.77792757, -246.26403395])"
6070,MadBoy,"array([-136.32842917, -323.15335556])"
6071,nrabe,"array([-135.93380979, -318.54120731])"
6072,bobreyes,"array([304.86827222, 190.6087755 ])"
6073,dnk,"array([14.9858102 , 68.85756692])"
